Datetime,Open,High,Low,Close,Adj Close,Volume
2024-02-27 09:30:00+08:00,16645.630859375,16645.630859375,16565.740234375,16582.08984375,16582.08984375,0
2024-02-27 09:31:00+08:00,16584.359375,16640.109375,16584.359375,16640.109375,16640.109375,0
2024-02-27 09:32:00+08:00,16641.439453125,16657.060546875,16641.439453125,16649.810546875,16649.810546875,0
2024-02-27 09:33:00+08:00,16648.359375,16653.029296875,16632.099609375,16644.2890625,16644.2890625,0
2024-02-27 09:34:00+08:00,16642.900390625,16646.810546875,16633.5,16643.94921875,16643.94921875,0
2024-02-27 09:35:00+08:00,16643.900390625,16668.890625,16643.900390625,16662.30078125,16662.30078125,0
2024-02-27 09:36:00+08:00,16661.029296875,16670.529296875,16655.48046875,16670.529296875,16670.529296875,0
2024-02-27 09:37:00+08:00,16671.01953125,16671.150390625,16658.189453125,16658.189453125,16658.189453125,0
2024-02-27 09:38:00+08:00,16655.6796875,16655.6796875,16638.169921875,16644.400390625,16644.400390625,0
2024-02-27 09:39:00+08:00,16643.279296875,16656.4609375,16643.279296875,16649.349609375,16649.349609375,0
2024-02-27 09:40:00+08:00,16650.060546875,16650.1796875,16632.400390625,16634.6796875,16634.6796875,0
2024-02-27 09:41:00+08:00,16636.41015625,16637.990234375,16624.900390625,16626.2890625,16626.2890625,0
2024-02-27 09:42:00+08:00,16628.5,16645.390625,16628.5,16645.390625,16645.390625,0
2024-02-27 09:43:00+08:00,16646.25,16665.41015625,16646.25,16663.990234375,16663.990234375,0
2024-02-27 09:44:00+08:00,16663.189453125,16669.9296875,16660.7890625,16666.26953125,16666.26953125,0
2024-02-27 09:45:00+08:00,16666.939453125,16670.529296875,16660.869140625,16668.0,16668.0,0
2024-02-27 09:46:00+08:00,16667.9609375,16667.9609375,16654.5,16657.08984375,16657.08984375,0
2024-02-27 09:47:00+08:00,16657.900390625,16657.900390625,16631.830078125,16634.509765625,16634.509765625,0
2024-02-27 09:48:00+08:00,16633.9609375,16635.779296875,16625.990234375,16625.990234375,16625.990234375,0
2024-02-27 09:49:00+08:00,16625.75,16625.75,16617.560546875,16619.599609375,16619.599609375,0
2024-02-27 09:50:00+08:00,16618.279296875,16620.419921875,16597.5390625,16600.0390625,16600.0390625,0
2024-02-27 09:51:00+08:00,16598.630859375,16602.810546875,16594.44921875,16601.259765625,16601.259765625,0
2024-02-27 09:52:00+08:00,16600.630859375,16604.189453125,16588.240234375,16588.73046875,16588.73046875,0
2024-02-27 09:53:00+08:00,16588.7890625,16591.990234375,16587.939453125,16590.990234375,16590.990234375,0
2024-02-27 09:54:00+08:00,16588.91015625,16591.98046875,16582.48046875,16582.55078125,16582.55078125,0
2024-02-27 09:55:00+08:00,16580.740234375,16583.01953125,16560.060546875,16560.060546875,16560.060546875,0
2024-02-27 09:56:00+08:00,16561.619140625,16586.4296875,16558.109375,16586.4296875,16586.4296875,0
2024-02-27 09:57:00+08:00,16585.25,16598.1796875,16582.990234375,16594.650390625,16594.650390625,0
2024-02-27 09:58:00+08:00,16596.2109375,16597.390625,16591.759765625,16596.98046875,16596.98046875,0
2024-02-27 09:59:00+08:00,16596.80078125,16601.619140625,16594.630859375,16597.359375,16597.359375,0
2024-02-27 10:00:00+08:00,16598.08984375,16614.640625,16598.08984375,16614.640625,16614.640625,0
2024-02-27 10:01:00+08:00,16617.009765625,16621.08984375,16615.890625,16615.890625,16615.890625,0
2024-02-27 10:02:00+08:00,16617.849609375,16623.5703125,16613.94921875,16621.66015625,16621.66015625,0
2024-02-27 10:03:00+08:00,16621.689453125,16650.470703125,16621.689453125,16648.9296875,16648.9296875,0
2024-02-27 10:04:00+08:00,16652.970703125,16654.9296875,16651.19921875,16653.890625,16653.890625,0
2024-02-27 10:05:00+08:00,16653.9609375,16657.619140625,16652.169921875,16652.76953125,16652.76953125,0
2024-02-27 10:06:00+08:00,16652.119140625,16652.759765625,16647.880859375,16652.759765625,16652.759765625,0
2024-02-27 10:07:00+08:00,16653.91015625,16653.91015625,16642.509765625,16643.349609375,16643.349609375,0
2024-02-27 10:08:00+08:00,16642.890625,16642.890625,16637.26953125,16637.26953125,16637.26953125,0
2024-02-27 10:09:00+08:00,16636.48046875,16638.380859375,16631.509765625,16634.419921875,16634.419921875,0
2024-02-27 10:10:00+08:00,16634.599609375,16636.830078125,16630.66015625,16631.08984375,16631.08984375,0
2024-02-27 10:11:00+08:00,16628.76953125,16630.310546875,16615.259765625,16615.80078125,16615.80078125,0
2024-02-27 10:12:00+08:00,16614.970703125,16617.669921875,16613.1796875,16616.69921875,16616.69921875,0
2024-02-27 10:13:00+08:00,16617.369140625,16617.720703125,16612.3203125,16614.259765625,16614.259765625,0
2024-02-27 10:14:00+08:00,16613.560546875,16616.130859375,16610.48046875,16614.30078125,16614.30078125,0
2024-02-27 10:15:00+08:00,16615.2890625,16615.859375,16603.9296875,16604.16015625,16604.16015625,0
2024-02-27 10:16:00+08:00,16604.859375,16606.73046875,16584.380859375,16584.380859375,16584.380859375,0
2024-02-27 10:17:00+08:00,16583.16015625,16583.16015625,16561.970703125,16561.970703125,16561.970703125,0
2024-02-27 10:18:00+08:00,16563.279296875,16564.080078125,16552.4609375,16556.5,16556.5,0
2024-02-27 10:19:00+08:00,16554.619140625,16565.619140625,16552.380859375,16564.689453125,16564.689453125,0
2024-02-27 10:20:00+08:00,16563.69921875,16572.7109375,16563.69921875,16568.8203125,16568.8203125,0
2024-02-27 10:21:00+08:00,16568.669921875,16568.669921875,16544.900390625,16544.900390625,16544.900390625,0
2024-02-27 10:22:00+08:00,16543.0703125,16544.390625,16537.6796875,16538.890625,16538.890625,0
2024-02-27 10:23:00+08:00,16537.900390625,16542.5390625,16537.4609375,16541.439453125,16541.439453125,0
2024-02-27 10:24:00+08:00,16541.9296875,16542.259765625,16527.41015625,16527.810546875,16527.810546875,0
2024-02-27 10:25:00+08:00,16529.109375,16529.109375,16496.529296875,16496.529296875,16496.529296875,0
2024-02-27 10:26:00+08:00,16498.3203125,16499.349609375,16482.5,16484.01953125,16484.01953125,0
2024-02-27 10:27:00+08:00,16485.650390625,16497.119140625,16485.650390625,16495.490234375,16495.490234375,0
2024-02-27 10:28:00+08:00,16495.560546875,16496.310546875,16487.369140625,16487.869140625,16487.869140625,0
2024-02-27 10:29:00+08:00,16483.5703125,16489.669921875,16481.91015625,16486.599609375,16486.599609375,0
2024-02-27 10:30:00+08:00,16488.810546875,16488.8203125,16479.580078125,16479.66015625,16479.66015625,0
2024-02-27 10:31:00+08:00,16479.73046875,16482.470703125,16472.939453125,16475.970703125,16475.970703125,0
2024-02-27 10:32:00+08:00,16474.73046875,16478.060546875,16471.150390625,16472.130859375,16472.130859375,0
2024-02-27 10:33:00+08:00,16470.169921875,16477.650390625,16467.19921875,16475.130859375,16475.130859375,0
2024-02-27 10:34:00+08:00,16476.310546875,16478.05078125,16463.140625,16465.48046875,16465.48046875,0
2024-02-27 10:35:00+08:00,16464.369140625,16464.369140625,16453.5,16454.9609375,16454.9609375,0
2024-02-27 10:36:00+08:00,16454.94921875,16458.76953125,16453.630859375,16453.880859375,16453.880859375,0
2024-02-27 10:37:00+08:00,16453.9296875,16479.849609375,16453.9296875,16479.849609375,16479.849609375,0
2024-02-27 10:38:00+08:00,16476.51953125,16477.0703125,16470.01953125,16472.240234375,16472.240234375,0
2024-02-27 10:39:00+08:00,16473.390625,16473.390625,16462.9609375,16465.390625,16465.390625,0
2024-02-27 10:40:00+08:00,16466.390625,16470.25,16461.23046875,16461.609375,16461.609375,0
2024-02-27 10:41:00+08:00,16462.41015625,16468.869140625,16462.41015625,16468.470703125,16468.470703125,0
2024-02-27 10:42:00+08:00,16466.369140625,16470.5703125,16457.890625,16457.890625,16457.890625,0
2024-02-27 10:43:00+08:00,16456.830078125,16464.91015625,16456.55078125,16461.259765625,16461.259765625,0
